Name;"METEO - Air Temperature"
AKS;METEO:197:TT
Einheit;°C
"27.2702.26 17:00";18.3
"27.2702.26 18:00";16.3
"27.2702.26 19:00";14.0
"27.2702.26 20:00";11.5
"27.2702.26 21:00";10.4
"27.2702.26 22:00";9.5
"27.2702.26 23:00";6.7
"28.2802.26 00:00";6.5
"28.2802.26 01:00";6.1
"28.2802.26 02:00";4.4
"28.2802.26 03:00";4.2
"28.2802.26 04:00";4.2
"28.2802.26 05:00";3.7
"28.2802.26 06:00";3.6
"28.2802.26 07:00";3.7
"28.2802.26 08:00";4.7
"28.2802.26 09:00";5.6
"28.2802.26 10:00";7.0
"28.2802.26 11:00";8.4
"28.2802.26 12:00";10.8
"28.2802.26 13:00";11.8
"28.2802.26 14:00";12.5
"28.2802.26 15:00";11.8
"28.2802.26 16:00";11.9
"28.2802.26 17:00";11.7
"28.2802.26 18:00";9.9
"28.2802.26 19:00";9.4
"28.2802.26 20:00";8.8
"28.2802.26 21:00";7.8
"28.2802.26 22:00";7.5
"28.2802.26 23:00";7.2
"01.0103.26 00:00";7.4
"01.0103.26 01:00";7.3
"01.0103.26 02:00";7.0
"01.0103.26 03:00";6.8
"01.0103.26 04:00";6.6
"01.0103.26 05:00";6.3
"01.0103.26 06:00";5.9
"01.0103.26 07:00";5.6
"01.0103.26 08:00";5.5
"01.0103.26 09:00";6.2
"01.0103.26 10:00";6.9
"01.0103.26 11:00";7.7
"01.0103.26 12:00";9.0
"01.0103.26 13:00";9.9
"01.0103.26 14:00";10.5
"01.0103.26 15:00";10.4
"01.0103.26 16:00";10.7
"01.0103.26 17:00";10.4
"01.0103.26 18:00";9.4
"01.0103.26 19:00";8.2
"01.0103.26 20:00";7.4
"01.0103.26 21:00";5.0
"01.0103.26 22:00";4.5
"01.0103.26 23:00";4.2
"02.0203.26 00:00";2.7
"02.0203.26 01:00";2.5
"02.0203.26 02:00";2.2
"02.0203.26 03:00";0.1
"02.0203.26 04:00";0.1
"02.0203.26 05:00";0.1
"02.0203.26 06:00";1.1
"02.0203.26 07:00";1.9
"02.0203.26 08:00";2.0
"02.0203.26 09:00";1.6
"02.0203.26 10:00";3.5
"02.0203.26 11:00";5.1
"02.0203.26 12:00";6.4
"02.0203.26 13:00";8.4
"02.0203.26 14:00";9.8
"02.0203.26 15:00";11.1
"02.0203.26 16:00";11.7
"02.0203.26 17:00";11.6
"02.0203.26 18:00";11.3
"02.0203.26 19:00";9.4
"02.0203.26 20:00";8.3
"02.0203.26 21:00";8.1
"02.0203.26 22:00";7.2
"02.0203.26 23:00";6.7
"03.0303.26 00:00";4.3
"03.0303.26 01:00";4.0
"03.0303.26 02:00";3.6
"03.0303.26 03:00";3.2
"03.0303.26 04:00";1.6
"03.0303.26 05:00";1.4
"03.0303.26 06:00";1.4
"03.0303.26 07:00";-0.4
"03.0303.26 08:00";-0.1
"03.0303.26 09:00";1.6
"03.0303.26 10:00";3.9
"03.0303.26 11:00";5.9
"03.0303.26 12:00";7.8
"03.0303.26 13:00";10.5
"03.0303.26 14:00";11.9
"03.0303.26 15:00";13.1
"03.0303.26 16:00";14.7
"03.0303.26 17:00";14.4
"03.0303.26 18:00";12.9
"03.0303.26 19:00";10.9
"03.0303.26 20:00";9.5
"03.0303.26 21:00";8.4
"03.0303.26 22:00";5.1
"03.0303.26 23:00";4.5
"04.0403.26 00:00";4.1
"04.0403.26 01:00";4.1
"04.0403.26 02:00";3.6
"04.0403.26 03:00";3.2
"04.0403.26 04:00";0.9
"04.0403.26 05:00";0.6
"04.0403.26 06:00";0.6
"04.0403.26 07:00";0.8
"04.0403.26 08:00";1.0
"04.0403.26 09:00";2.4
"04.0403.26 10:00";4.9
"04.0403.26 11:00";6.6
"04.0403.26 12:00";8.2
"04.0403.26 13:00";11.1
"04.0403.26 14:00";12.4
"04.0403.26 15:00";13.3
"04.0403.26 16:00";13.4
"04.0403.26 17:00";13.1
"04.0403.26 18:00";11.9
"04.0403.26 19:00";10.0
"04.0403.26 20:00";8.6
"04.0403.26 21:00";7.6
"04.0403.26 22:00";5.8
"04.0403.26 23:00";5.1
"05.0503.26 00:00";4.6
"05.0503.26 01:00";3.1
"05.0503.26 02:00";2.6
"05.0503.26 03:00";2.1
"05.0503.26 04:00";1.5
"05.0503.26 05:00";1.1
"05.0503.26 06:00";0.9
"05.0503.26 07:00";0.1
"05.0503.26 08:00";0.4
"05.0503.26 09:00";2.0
"05.0503.26 10:00";4.1
"05.0503.26 11:00";6.0
"05.0503.26 12:00";8.0
"05.0503.26 13:00";11.5
"05.0503.26 14:00";13.2
"05.0503.26 15:00";14.3
"05.0503.26 16:00";13.9
"05.0503.26 17:00";13.8
"05.0503.26 18:00";12.7
"05.0503.26 19:00";10.4
"05.0503.26 20:00";9.2
"05.0503.26 21:00";8.3
"05.0503.26 22:00";8.4
"05.0503.26 23:00";7.7
"06.0603.26 00:00";7.2
"06.0603.26 01:00";6.7
"06.0603.26 02:00";4.2
"06.0603.26 03:00";3.9
"06.0603.26 04:00";3.7
"06.0603.26 05:00";2.5
"06.0603.26 06:00";2.5
"06.0603.26 07:00";2.4
"06.0603.26 08:00";2.4
"06.0603.26 09:00";3.7
"06.0603.26 10:00";5.9
"06.0603.26 11:00";7.8
"06.0603.26 12:00";9.6
"06.0603.26 13:00";11.3
"06.0603.26 14:00";14.1
"06.0603.26 15:00";15.1
"06.0603.26 16:00";15.5
"06.0603.26 17:00";16.0
"06.0603.26 18:00";14.6
"06.0603.26 19:00";12.5
"06.0603.26 20:00";10.0
"06.0603.26 21:00";9.0
"06.0603.26 22:00";8.2
"06.0603.26 23:00";5.6
"07.0703.26 00:00";5.4
"07.0703.26 01:00";5.0
"07.0703.26 02:00";4.3
"07.0703.26 03:00";3.9
"07.0703.26 04:00";3.7
"07.0703.26 05:00";2.5
"07.0703.26 06:00";2.5
"07.0703.26 07:00";2.5
"07.0703.26 08:00";2.6
"07.0703.26 09:00";4.1
"07.0703.26 10:00";6.3
"07.0703.26 11:00";8.7
"07.0703.26 12:00";10.4
"07.0703.26 13:00";12.1
"07.0703.26 14:00";14.0
"07.0703.26 15:00";15.0
"07.0703.26 16:00";15.5
"07.0703.26 17:00";15.9
"07.0703.26 18:00";14.6
"07.0703.26 19:00";12.7
"07.0703.26 20:00";11.0
"07.0703.26 21:00";9.6
"07.0703.26 22:00";8.8
"07.0703.26 23:00";8.1
"08.0803.26 00:00";6.0
"08.0803.26 01:00";5.8
"08.0803.26 02:00";5.4
"08.0803.26 03:00";3.6
"08.0803.26 04:00";3.3
"08.0803.26 05:00";3.1
"08.0803.26 06:00";2.7
"08.0803.26 07:00";3.6
"08.0803.26 08:00";4.0
"08.0803.26 09:00";3.3
"08.0803.26 10:00";5.8
"08.0803.26 11:00";7.6
"08.0803.26 12:00";11.3
"08.0803.26 13:00";12.8
"08.0803.26 14:00";14.1
"08.0803.26 15:00";16.4
"08.0803.26 16:00";16.6
"08.0803.26 17:00";16.3
"08.0803.26 18:00";14.6
"08.0803.26 19:00";12.7
"08.0803.26 20:00";11.3
"08.0803.26 21:00";9.6
"08.0803.26 22:00";8.8
"08.0803.26 23:00";8.1
"09.0903.26 00:00";6.1
"09.0903.26 01:00";6.0
"09.0903.26 02:00";5.7
"09.0903.26 03:00";4.5
"09.0903.26 04:00";4.3
"09.0903.26 05:00";4.0
"09.0903.26 06:00";3.5
"09.0903.26 07:00";4.2
"09.0903.26 08:00";4.5
"09.0903.26 09:00";5.4
"09.0903.26 10:00";7.2
"09.0903.26 11:00";8.8
"09.0903.26 12:00";11.2
"09.0903.26 13:00";12.6
"09.0903.26 14:00";13.8
"09.0903.26 15:00";15.5
"09.0903.26 16:00";15.7
"09.0903.26 17:00";15.5
"09.0903.26 18:00";14.5
"09.0903.26 19:00";12.4
"09.0903.26 20:00";10.9
"09.0903.26 21:00";8.7
"09.0903.26 22:00";7.9
"09.0903.26 23:00";7.3
"10.1003.26 00:00";7.3
"10.1003.26 01:00";6.7
"10.1003.26 02:00";6.2
"10.1003.26 03:00";3.6
"10.1003.26 04:00";3.3
"10.1003.26 05:00";2.9
"10.1003.26 06:00";2.7
"10.1003.26 07:00";2.4
"10.1003.26 08:00";2.8
"10.1003.26 09:00";4.6
"10.1003.26 10:00";7.5
"10.1003.26 11:00";9.3
"10.1003.26 12:00";10.9
"10.1003.26 13:00";12.6
"10.1003.26 14:00";13.7
"10.1003.26 15:00";14.3
"10.1003.26 16:00";15.5
"10.1003.26 17:00";14.9
"10.1003.26 18:00";13.7
"10.1003.26 19:00";12.3
"10.1003.26 20:00";11.3
"10.1003.26 21:00";10.3
"10.1003.26 22:00";10.1
"10.1003.26 23:00";9.7
"11.1103.26 00:00";9.2
"11.1103.26 01:00";8.6
"11.1103.26 02:00";8.2
"11.1103.26 03:00";7.9
"11.1103.26 04:00";8.4
"11.1103.26 05:00";7.9
"11.1103.26 06:00";7.5
"11.1103.26 07:00";8.0
"11.1103.26 08:00";8.0
"11.1103.26 09:00";8.4
"11.1103.26 10:00";10.6
"11.1103.26 11:00";11.5
"11.1103.26 12:00";12.2
"11.1103.26 13:00";13.4
"11.1103.26 14:00";14.0
"11.1103.26 15:00";14.3
"11.1103.26 16:00";14.2
"11.1103.26 17:00";13.7
"11.1103.26 18:00";12.6
"11.1103.26 19:00";10.8
"11.1103.26 20:00";10.2
"11.1103.26 21:00";9.7
"11.1103.26 22:00";8.8
"11.1103.26 23:00";8.6
"12.1203.26 00:00";8.2
"12.1203.26 01:00";7.9
"12.1203.26 02:00";7.6
"12.1203.26 03:00";7.2
"12.1203.26 04:00";7.4
"12.1203.26 05:00";7.2
"12.1203.26 06:00";6.8
"12.1203.26 07:00";6.4
"12.1203.26 08:00";6.3
"12.1203.26 09:00";6.5
"12.1203.26 10:00";7.2
"12.1203.26 11:00";8.0
"12.1203.26 12:00";8.8
"12.1203.26 13:00";9.7
"12.1203.26 14:00";10.6
"12.1203.26 15:00";11.2
"12.1203.26 16:00";11.6
"12.1203.26 17:00";12.2
"12.1203.26 18:00";11.2
"12.1203.26 19:00";9.5
"12.1203.26 20:00";8.2
"12.1203.26 21:00";6.7
"12.1203.26 22:00";5.8
"12.1203.26 23:00";4.7
"13.1303.26 00:00";4.2
"13.1303.26 01:00";3.7
"13.1303.26 02:00";2.0
"13.1303.26 03:00";1.7
"13.1303.26 04:00";1.4
"13.1303.26 05:00";0.3
"13.1303.26 06:00";0.3
"13.1303.26 07:00";0.6
"13.1303.26 08:00";1.8
"13.1303.26 09:00";3.6
"13.1303.26 10:00";6.0
"13.1303.26 11:00";10.1
"13.1303.26 12:00";11.6
"13.1303.26 13:00";12.8
"13.1303.26 14:00";14.4
"13.1303.26 15:00";15.0
"13.1303.26 16:00";15.2
"13.1303.26 17:00";15.6
"13.1303.26 18:00";14.3
"13.1303.26 19:00";12.7
"13.1303.26 20:00";10.5
"13.1303.26 21:00";9.9
"13.1303.26 22:00";9.5
"13.1303.26 23:00";9.6
"14.1403.26 00:00";9.2
"14.1403.26 01:00";8.9
"14.1403.26 02:00";7.9
"14.1403.26 03:00";8.0
"14.1403.26 04:00";8.1
"14.1403.26 05:00";7.8
"14.1403.26 06:00";7.4
"14.1403.26 07:00";7.0
"14.1403.26 08:00";6.5
"14.1403.26 09:00";6.0
"14.1403.26 10:00";5.5
"14.1403.26 11:00";4.1
"14.1403.26 12:00";3.5
"14.1403.26 13:00";3.2
"14.1403.26 14:00";3.1
"14.1403.26 15:00";2.6
"14.1403.26 16:00";2.6
"14.1403.26 17:00";2.7
"14.1403.26 18:00";1.9
"14.1403.26 19:00";1.5
"14.1403.26 20:00";2.1
"14.1403.26 21:00";1.9
"14.1403.26 22:00";1.7
"14.1403.26 23:00";1.1
"15.1503.26 00:00";0.9
"15.1503.26 01:00";0.9
"15.1503.26 02:00";0.8
"15.1503.26 03:00";1.8
"15.1503.26 04:00";1.7
"15.1503.26 05:00";1.6
"15.1503.26 06:00";0.9
"15.1503.26 07:00";1.2
"15.1503.26 08:00";1.3
"15.1503.26 09:00";1.7
"15.1503.26 10:00";2.2
"15.1503.26 11:00";3.0
"15.1503.26 12:00";5.4
"15.1503.26 13:00";5.0
"15.1503.26 14:00";5.3
"15.1503.26 15:00";6.0
"15.1503.26 16:00";6.0
"15.1503.26 17:00";5.9
"15.1503.26 18:00";5.2
"15.1503.26 19:00";4.4
"15.1503.26 20:00";3.7
"15.1503.26 21:00";4.2
"15.1503.26 22:00";3.8
"15.1503.26 23:00";3.4
"16.1603.26 00:00";3.5
"16.1603.26 01:00";3.0
"16.1603.26 02:00";2.6
"16.1603.26 03:00";2.5
"16.1603.26 04:00";2.1
"16.1603.26 05:00";1.8
"16.1603.26 06:00";0.8
"16.1603.26 07:00";1.3
"16.1603.26 08:00";1.8
"16.1603.26 09:00";3.5
"16.1603.26 10:00";4.4
"16.1603.26 11:00";5.5
"16.1603.26 12:00";6.5
"16.1603.26 13:00";7.2
"16.1603.26 14:00";7.9
"16.1603.26 15:00";8.4
"16.1603.26 16:00";8.4
"16.1603.26 17:00";8.3
"16.1603.26 18:00";6.9
"16.1603.26 19:00";6.6
"16.1603.26 20:00";6.2
"16.1603.26 21:00";5.6
"16.1603.26 22:00";5.3
"16.1603.26 23:00";5.0
"17.1703.26 00:00";3.6
"17.1703.26 01:00";3.7
"17.1703.26 02:00";3.5
"17.1703.26 03:00";3.0
"17.1703.26 04:00";3.0
"17.1703.26 05:00";2.9
"17.1703.26 06:00";3.2
"17.1703.26 07:00";3.1
"17.1703.26 08:00";3.3
"17.1703.26 09:00";5.0
"17.1703.26 10:00";6.0
"17.1703.26 11:00";7.3
"17.1703.26 12:00";9.0
"17.1703.26 13:00";9.7
"17.1703.26 14:00";10.6
"17.1703.26 15:00";12.0
"17.1703.26 16:00";12.1
"17.1703.26 17:00";11.8
"17.1703.26 18:00";11.2
"17.1703.26 19:00";9.5
"17.1703.26 20:00";8.4
"17.1703.26 21:00";7.1
"17.1703.26 22:00";6.2
"17.1703.26 23:00";5.6
"18.1803.26 00:00";5.0
"18.1803.26 01:00";3.8
"18.1803.26 02:00";3.4
"18.1803.26 03:00";3.2
"18.1803.26 04:00";1.9
"18.1803.26 05:00";1.6
"18.1803.26 06:00";1.5
"18.1803.26 07:00";2.7
"18.1803.26 08:00";3.1
"18.1803.26 09:00";3.9
"18.1803.26 10:00";5.3
"18.1803.26 11:00";6.5
"18.1803.26 12:00";7.4
"18.1803.26 13:00";10.7
"18.1803.26 14:00";11.6
"18.1803.26 15:00";12.2
"18.1803.26 16:00";10.6
"18.1803.26 17:00";10.9
"18.1803.26 18:00";10.3
"18.1803.26 19:00";8.9
"18.1803.26 20:00";7.6
"18.1803.26 21:00";6.5
"18.1803.26 22:00";7.0
"18.1803.26 23:00";6.3
"19.1903.26 00:00";5.6
"19.1903.26 01:00";5.1
"19.1903.26 02:00";4.5
"19.1903.26 03:00";3.9
"19.1903.26 04:00";3.4
"19.1903.26 05:00";2.8
"19.1903.26 06:00";2.3
"19.1903.26 07:00";0.1
"19.1903.26 08:00";1.0
"19.1903.26 09:00";3.0
"19.1903.26 10:00";6.6
"19.1903.26 11:00";8.1
"19.1903.26 12:00";9.3
"19.1903.26 13:00";10.3
"19.1903.26 14:00";11.5
"19.1903.26 15:00";12.4
"19.1903.26 16:00";12.8
"19.1903.26 17:00";13.7
"19.1903.26 18:00";12.8
"19.1903.26 19:00";11.0
"19.1903.26 20:00";8.4
"19.1903.26 21:00";7.1
"19.1903.26 22:00";6.2
"19.1903.26 23:00";4.7
"20.2003.26 00:00";3.9
"20.2003.26 01:00";3.3
"20.2003.26 02:00";2.7
"20.2003.26 03:00";2.2
"20.2003.26 04:00";1.6
"20.2003.26 05:00";0.1
"20.2003.26 06:00";-0.3
"20.2003.26 07:00";0.0
"20.2003.26 08:00";0.6
"20.2003.26 09:00";2.8
"20.2003.26 10:00";5.3
"20.2003.26 11:00";9.1
"20.2003.26 12:00";10.5
"20.2003.26 13:00";11.5
"20.2003.26 14:00";12.7
"20.2003.26 15:00";13.4
"20.2003.26 16:00";13.7
"20.2003.26 17:00";13.8
"20.2003.26 18:00";12.9
"20.2003.26 19:00";11.2
"20.2003.26 20:00";9.1
"20.2003.26 21:00";7.5
"20.2003.26 22:00";6.5
"20.2003.26 23:00";7.1
"21.2103.26 00:00";6.2
"21.2103.26 01:00";5.4
"21.2103.26 02:00";2.2
"21.2103.26 03:00";1.7
"21.2103.26 04:00";1.6
"21.2103.26 05:00";1.4
"21.2103.26 06:00";1.2
"21.2103.26 07:00";1.5
"21.2103.26 08:00";1.8
"21.2103.26 09:00";3.6
"21.2103.26 10:00";5.8
"21.2103.26 11:00";9.0
"21.2103.26 12:00";10.1
"21.2103.26 13:00";10.8
"21.2103.26 14:00";13.0
"21.2103.26 15:00";13.0
"21.2103.26 16:00";12.8
"21.2103.26 17:00";12.5
"21.2103.26 18:00";11.6
"21.2103.26 19:00";10.0
"21.2103.26 20:00";8.4
"21.2103.26 21:00";7.4
"21.2103.26 22:00";6.8
"21.2103.26 23:00";6.2
"22.2203.26 00:00";5.7
"22.2203.26 01:00";5.2
"22.2203.26 02:00";4.6
"22.2203.26 03:00";4.3
"22.2203.26 04:00";4.0
"22.2203.26 05:00";4.5
"22.2203.26 06:00";4.3
"22.2203.26 07:00";3.7
"22.2203.26 08:00";4.5
"22.2203.26 09:00";5.0
"22.2203.26 10:00";5.3
"22.2203.26 11:00";6.0
"22.2203.26 12:00";7.0
"22.2203.26 13:00";8.4
"22.2203.26 14:00";10.7
"22.2203.26 15:00";11.4
"22.2203.26 16:00";11.8
"22.2203.26 17:00";12.7
"22.2203.26 18:00";11.9
"22.2203.26 19:00";10.0
"22.2203.26 20:00";8.8
"22.2203.26 21:00";7.3
"22.2203.26 22:00";6.1
"22.2203.26 23:00";5.5
"23.2303.26 00:00";5.9
"23.2303.26 01:00";5.1
"23.2303.26 02:00";4.7
"23.2303.26 03:00";2.3
"23.2303.26 04:00";2.1
"23.2303.26 05:00";1.9
"23.2303.26 06:00";1.6
"23.2303.26 07:00";2.2
"23.2303.26 08:00";3.0
"23.2303.26 09:00";5.1
"23.2303.26 10:00";6.4
"23.2303.26 11:00";7.6
"23.2303.26 12:00";10.6
"23.2303.26 13:00";11.1
"23.2303.26 14:00";11.8
"23.2303.26 15:00";12.2
"23.2303.26 16:00";12.4
"23.2303.26 17:00";12.2
"23.2303.26 18:00";10.6
"23.2303.26 19:00";9.5
"23.2303.26 20:00";8.1
"23.2303.26 21:00";6.2
"23.2303.26 22:00";5.5
"23.2303.26 23:00";4.8
"24.2403.26 00:00";4.0
"24.2403.26 01:00";3.6
"24.2403.26 02:00";3.3
"24.2403.26 03:00";1.4
"24.2403.26 04:00";1.3
"24.2403.26 05:00";1.2
"24.2403.26 06:00";0.8
"24.2403.26 07:00";1.7
"24.2403.26 08:00";2.4
"24.2403.26 09:00";3.3
"24.2403.26 10:00";6.0
"24.2403.26 11:00";7.9
"24.2403.26 12:00";9.5
"24.2403.26 13:00";11.3
"24.2403.26 14:00";12.5
"24.2403.26 15:00";13.7
"24.2403.26 16:00";14.2
"24.2403.26 17:00";14.2
"24.2403.26 18:00";14.3
"24.2403.26 19:00";12.4
"24.2403.26 20:00";10.6
"24.2403.26 21:00";9.3
"24.2403.26 22:00";8.4
"24.2403.26 23:00";7.6
"25.2503.26 00:00";6.7
"25.2503.26 01:00";6.5
"25.2503.26 02:00";6.3
"25.2503.26 03:00";5.4
"25.2503.26 04:00";4.8
"25.2503.26 05:00";4.4
"25.2503.26 06:00";4.6
"25.2503.26 07:00";5.1
"25.2503.26 08:00";6.6
"25.2503.26 09:00";10.6
"25.2503.26 10:00";11.3
"25.2503.26 11:00";12.2
"25.2503.26 12:00";12.8
"25.2503.26 13:00";12.0
"25.2503.26 14:00";11.3
"25.2503.26 15:00";8.7
"25.2503.26 16:00";7.1
"25.2503.26 17:00";5.6
"25.2503.26 18:00";4.4
"25.2503.26 19:00";4.0
"25.2503.26 20:00";3.8
"25.2503.26 21:00";3.0
"25.2503.26 22:00";3.0
"25.2503.26 23:00";2.8
"26.2603.26 00:00";2.5
"26.2603.26 01:00";2.3
"26.2603.26 02:00";2.1
"26.2603.26 03:00";1.6
"26.2603.26 04:00";1.4
"26.2603.26 05:00";1.2
"26.2603.26 06:00";0.7
"26.2603.26 07:00";0.6
"26.2603.26 08:00";0.6
"26.2603.26 09:00";1.6
"26.2603.26 10:00";1.1
"26.2603.26 11:00";1.4
"26.2603.26 12:00";2.9
"26.2603.26 13:00";2.8
"26.2603.26 14:00";3.0
"26.2603.26 15:00";3.3
"26.2603.26 16:00";3.0
"26.2603.26 17:00";2.8
"26.2603.26 18:00";3.2
"26.2603.26 19:00";1.7
"26.2603.26 20:00";1.3
"26.2603.26 21:00";0.9
"26.2603.26 22:00";0.4
"26.2603.26 23:00";0.2
"27.2703.26 00:00";0.2
"27.2703.26 01:00";-0.2
"27.2703.26 02:00";-0.3
"27.2703.26 03:00";-2.5
"27.2703.26 04:00";-2.4
"27.2703.26 05:00";-2.3
"27.2703.26 06:00";-2.2
"27.2703.26 07:00";-2.0
"27.2703.26 08:00";-1.7
"27.2703.26 09:00";-1.0
"27.2703.26 10:00";1.1
"27.2703.26 11:00";1.9
"27.2703.26 12:00";2.5
"27.2703.26 13:00";4.0
"27.2703.26 14:00";4.5
"27.2703.26 15:00";4.6
"27.2703.26 16:00";4.8
"27.2703.26 17:00";4.7
"27.2703.26 18:00";4.1
"27.2703.26 19:00";3.7
"27.2703.26 20:00";2.5
"27.2703.26 21:00";1.1
"27.2703.26 22:00";0.1
"27.2703.26 23:00";-0.5
"28.2803.26 00:00";-1.4
"28.2803.26 01:00";-2.4
"28.2803.26 02:00";-2.8
"28.2803.26 03:00";-3.2
"28.2803.26 04:00";-4.0
"28.2803.26 05:00";-4.1
"28.2803.26 06:00";-4.0
"28.2803.26 07:00";-4.2
"28.2803.26 08:00";-3.4
"28.2803.26 09:00";-1.4
"28.2803.26 10:00";1.9
"28.2803.26 11:00";3.3
"28.2803.26 12:00";4.4
"28.2803.26 13:00";6.1
"28.2803.26 14:00";6.5
"28.2803.26 15:00";6.5
"28.2803.26 16:00";6.4
"28.2803.26 17:00";6.1
"28.2803.26 18:00";5.3
"28.2803.26 19:00";2.5
"28.2803.26 20:00";2.2
"28.2803.26 21:00";2.0
"28.2803.26 22:00";1.2
"28.2803.26 23:00";1.1
"29.2903.26 00:00";1.1
"29.2903.26 01:00";1.7
"29.2903.26 03:00";1.6
"29.2903.26 04:00";1.3
"29.2903.26 05:00";1.7
"29.2903.26 06:00";1.5
"29.2903.26 07:00";1.2
"29.2903.26 08:00";1.3
"29.2903.26 09:00";1.6
"29.2903.26 10:00";1.7
"29.2903.26 11:00";2.5
"29.2903.26 12:00";3.2
"29.2903.26 13:00";3.6
"29.2903.26 14:00";5.1
"29.2903.26 15:00";5.4
"29.2903.26 16:00";5.5
"29.2903.26 17:00";5.9
"29.2903.26 18:00";5.6
"29.2903.26 19:00";5.0
"29.2903.26 20:00";4.6
"29.2903.26 21:00";3.5
"29.2903.26 22:00";2.1
"29.2903.26 23:00";2.6
"30.3003.26 00:00";1.9
"30.3003.26 01:00";1.2
"30.3003.26 02:00";1.0
"30.3003.26 03:00";1.5
"30.3003.26 04:00";1.6
"30.3003.26 05:00";1.6
"30.3003.26 06:00";2.3
"30.3003.26 07:00";2.4
"30.3003.26 08:00";2.5
"30.3003.26 09:00";3.1
"30.3003.26 10:00";3.3
"30.3003.26 11:00";3.8
"30.3003.26 12:00";3.9
"30.3003.26 13:00";4.5
"30.3003.26 14:00";4.8
"30.3003.26 15:00";5.7
"30.3003.26 16:00";5.3
"30.3003.26 17:00";4.7
"30.3003.26 18:00";4.5
"30.3003.26 19:00";3.8
"30.3003.26 20:00";3.4
"30.3003.26 21:00";2.7
"30.3003.26 22:00";2.6
"30.3003.26 23:00";2.4
"31.3103.26 00:00";1.9
"31.3103.26 01:00";1.8
"31.3103.26 02:00";1.6
"31.3103.26 03:00";1.8
"31.3103.26 04:00";1.6
"31.3103.26 05:00";1.5
"31.3103.26 06:00";0.9
"31.3103.26 07:00";0.7
"31.3103.26 08:00";0.7
"31.3103.26 09:00";1.9
"31.3103.26 10:00";2.0
"31.3103.26 11:00";1.9
"31.3103.26 12:00";4.0
"31.3103.26 13:00";4.4
"31.3103.26 14:00";4.5
"31.3103.26 15:00";5.0
"31.3103.26 16:00";4.9
"31.3103.26 17:00";4.9
"31.3103.26 18:00";4.9
"31.3103.26 19:00";4.6
"31.3103.26 20:00";3.7
"31.3103.26 21:00";1.9
"31.3103.26 22:00";1.3
"31.3103.26 23:00";1.0
"01.0104.26 00:00";0.7
"01.0104.26 01:00";0.5
"01.0104.26 02:00";0.2
"01.0104.26 03:00";0.0
"01.0104.26 04:00";0.6
"01.0104.26 05:00";0.3
"01.0104.26 06:00";0.3
"01.0104.26 07:00";0.4
"01.0104.26 08:00";0.3
"01.0104.26 09:00";0.6
"01.0104.26 10:00";1.8
"01.0104.26 11:00";2.6
"01.0104.26 12:00";3.7
"01.0104.26 13:00";4.7
"01.0104.26 14:00";5.4
"01.0104.26 15:00";6.0
"01.0104.26 16:00";6.4
"01.0104.26 17:00";7.1
"01.0104.26 18:00";7.3
"01.0104.26 19:00";7.0
"01.0104.26 20:00";6.1
"01.0104.26 21:00";5.1
"01.0104.26 22:00";3.8
"01.0104.26 23:00";2.9
"02.0204.26 00:00";3.1
"02.0204.26 01:00";2.4
"02.0204.26 02:00";1.6
"02.0204.26 03:00";1.5
"02.0204.26 04:00";1.0
"02.0204.26 05:00";0.3
"02.0204.26 06:00";0.5
"02.0204.26 07:00";0.1
"02.0204.26 08:00";0.0
"02.0204.26 09:00";0.4
"02.0204.26 10:00";1.6
"02.0204.26 11:00";3.0
"02.0204.26 12:00";6.5
"02.0204.26 13:00";7.3
"02.0204.26 14:00";7.9
"02.0204.26 15:00";8.5
"02.0204.26 16:00";10.7
"02.0204.26 17:00";10.6
"02.0204.26 18:00";10.4
"02.0204.26 19:00";10.3
"02.0204.26 20:00";8.1
"02.0204.26 21:00";6.8
"02.0204.26 22:00";5.4
"02.0204.26 23:00";4.7
"03.0304.26 00:00";4.1
"03.0304.26 01:00";3.7
"03.0304.26 02:00";4.2
"03.0304.26 03:00";3.8
"03.0304.26 04:00";3.3
"03.0304.26 05:00";1.1
"03.0304.26 06:00";0.8
"03.0304.26 07:00";0.7
"03.0304.26 08:00";0.1
"03.0304.26 09:00";1.4
"03.0304.26 10:00";3.7
"03.0304.26 11:00";7.7
"03.0304.26 12:00";9.2
"03.0304.26 13:00";10.4
"03.0304.26 14:00";12.4
"03.0304.26 15:00";13.2
"03.0304.26 16:00";13.7
"03.0304.26 17:00";14.6
"03.0304.26 18:00";14.5
"03.0304.26 19:00";13.8
"03.0304.26 20:00";11.6
"03.0304.26 21:00";10.1
"03.0304.26 22:00";9.0
"03.0304.26 23:00";9.0
"04.0404.26 00:00";8.5
"04.0404.26 01:00";8.2
"04.0404.26 02:00";8.1
"04.0404.26 03:00";8.6
"04.0404.26 04:00";8.6
"04.0404.26 05:00";8.5
"04.0404.26 06:00";9.4
"04.0404.26 07:00";9.3
"04.0404.26 08:00";9.0
"04.0404.26 09:00";9.1
"04.0404.26 10:00";9.5
"04.0404.26 11:00";9.6
"04.0404.26 12:00";11.6
"04.0404.26 13:00";12.5
"04.0404.26 14:00";13.3
"04.0404.26 15:00";15.1
"04.0404.26 16:00";15.6
"04.0404.26 17:00";16.2
"04.0404.26 18:00";16.6
"04.0404.26 19:00";16.2
"04.0404.26 20:00";14.5
"04.0404.26 21:00";12.4
"04.0404.26 22:00";10.8
"04.0404.26 23:00";9.7
"05.0504.26 00:00";8.2
